id,text,aspect,aspect_term,sentiment
28572,Design feels cheap,design,design,negative
28573,Performance is smooth,performance,performance,positive
28574,Design feels cheap,design,design,negative
28575,Performance is laggy,performance,performance,negative
28576,Camera is disappointing,camera,camera,negative
28577,Design feels cheap,design,design,negative
28578,Price is reasonable,price,price,positive
28579,The food was terrible,food,food,negative
28580,Performance is laggy,performance,performance,negative
28581,Design looks premium,design,design,positive
28582,Price is reasonable,price,price,positive
28583,Design looks premium,design,design,positive
28584,The food was terrible,food,food,negative
28585,Camera quality is great,camera,camera,positive
28586,The food was terrible,food,food,negative
28587,The service was slow,service,service,negative
28588,Design looks premium,design,design,positive
28589,The service was quick,service,service,positive
28590,The food was delicious,food,food,positive
28591,Design looks premium,design,design,positive
28592,Battery drains quickly,battery,battery,positive
28593,Battery drains quickly,battery,battery,positive
28594,Design looks premium,design,design,positive
28595,The food was delicious,food,food,positive
28596,Price is too high,price,price,negative
28597,The food was delicious,food,food,positive
28598,Price is reasonable,price,price,positive
28599,The service was quick,service,service,positive
28600,The food was delicious,food,food,positive
28601,The service was slow,service,service,negative
28602,The food was terrible,food,food,negative
28603,Price is reasonable,price,price,positive
28604,Delivery was late,delivery,delivery,negative
28605,The service was slow,service,service,negative
28606,Camera is disappointing,camera,camera,negative
28607,Camera is disappointing,camera,camera,negative
28608,Delivery was fast,delivery,delivery,positive
28609,Performance is laggy,performance,performance,negative
28610,Price is reasonable,price,price,positive
28611,The food was delicious,food,food,positive
28612,Camera quality is great,camera,camera,positive
28613,Design feels cheap,design,design,negative
28614,Performance is laggy,performance,performance,negative
28615,Price is reasonable,price,price,positive
28616,Camera is disappointing,camera,camera,negative
28617,Design feels cheap,design,design,negative
28618,The food was terrible,food,food,negative
28619,Design feels cheap,design,design,negative
28620,Performance is smooth,performance,performance,positive
28621,Delivery was fast,delivery,delivery,positive
28622,Price is too high,price,price,negative
28623,Price is reasonable,price,price,positive
28624,The food was delicious,food,food,positive
28625,Delivery was late,delivery,delivery,negative
28626,Price is reasonable,price,price,positive
28627,Camera is disappointing,camera,camera,negative
28628,Design feels cheap,design,design,negative
28629,The food was delicious,food,food,positive
28630,Price is too high,price,price,negative
28631,The food was terrible,food,food,negative
28632,Camera is disappointing,camera,camera,negative
28633,Design looks premium,design,design,positive
28634,Performance is smooth,performance,performance,positive
28635,The food was terrible,food,food,negative
28636,The food was terrible,food,food,negative
28637,Battery life is excellent,battery,battery,positive
28638,Design looks premium,design,design,positive
28639,Performance is laggy,performance,performance,negative
28640,The food was terrible,food,food,negative
28641,The service was slow,service,service,negative
28642,Price is reasonable,price,price,positive
28643,Camera quality is great,camera,camera,positive
28644,Design looks premium,design,design,positive
28645,Battery drains quickly,battery,battery,positive
28646,The food was terrible,food,food,negative
28647,Design feels cheap,design,design,negative
28648,Price is too high,price,price,negative
28649,The food was delicious,food,food,positive
28650,The service was quick,service,service,positive
28651,Performance is laggy,performance,performance,negative
28652,Delivery was fast,delivery,delivery,positive
28653,Camera is disappointing,camera,camera,negative
28654,Performance is smooth,performance,performance,positive
28655,Camera quality is great,camera,camera,positive
28656,The service was slow,service,service,negative
28657,The service was quick,service,service,positive
28658,Delivery was late,delivery,delivery,negative
28659,Battery life is excellent,battery,battery,positive
28660,The service was quick,service,service,positive
28661,The food was delicious,food,food,positive
28662,Performance is laggy,performance,performance,negative
28663,Delivery was late,delivery,delivery,negative
28664,Price is reasonable,price,price,positive
28665,Camera is disappointing,camera,camera,negative
28666,Performance is laggy,performance,performance,negative
28667,Design looks premium,design,design,positive
28668,Battery drains quickly,battery,battery,positive
28669,Delivery was late,delivery,delivery,negative
28670,Camera is disappointing,camera,camera,negative
28671,Performance is smooth,performance,performance,positive
28672,The food was delicious,food,food,positive
28673,The service was slow,service,service,negative
28674,Battery life is excellent,battery,battery,positive
28675,Design looks premium,design,design,positive
28676,Price is too high,price,price,negative
28677,Battery drains quickly,battery,battery,positive
28678,Delivery was fast,delivery,delivery,positive
28679,Camera is disappointing,camera,camera,negative
28680,Camera quality is great,camera,camera,positive
28681,Delivery was fast,delivery,delivery,positive
28682,The food was terrible,food,food,negative
28683,Design feels cheap,design,design,negative
28684,Design feels cheap,design,design,negative
28685,Camera quality is great,camera,camera,positive
28686,Delivery was late,delivery,delivery,negative
28687,Design feels cheap,design,design,negative
28688,Price is reasonable,price,price,positive
28689,Price is reasonable,price,price,positive
28690,Camera quality is great,camera,camera,positive
28691,Price is reasonable,price,price,positive
28692,The service was quick,service,service,positive
28693,Price is too high,price,price,negative
28694,Camera is disappointing,camera,camera,negative
28695,The food was delicious,food,food,positive
28696,Battery life is excellent,battery,battery,positive
28697,The food was terrible,food,food,negative
28698,Price is reasonable,price,price,positive
28699,Camera is disappointing,camera,camera,negative
28700,Delivery was late,delivery,delivery,negative
28701,The food was delicious,food,food,positive
28702,Design feels cheap,design,design,negative
28703,Design looks premium,design,design,positive
28704,Battery life is excellent,battery,battery,positive
28705,Camera quality is great,camera,camera,positive
28706,The food was delicious,food,food,positive
28707,Price is too high,price,price,negative
28708,The food was delicious,food,food,positive
28709,The service was quick,service,service,positive
28710,Design looks premium,design,design,positive
28711,Battery life is excellent,battery,battery,positive
28712,Camera quality is great,camera,camera,positive
28713,Delivery was fast,delivery,delivery,positive
28714,Performance is laggy,performance,performance,negative
28715,Battery drains quickly,battery,battery,positive
28716,Performance is laggy,performance,performance,negative
28717,Design looks premium,design,design,positive
28718,Price is too high,price,price,negative
28719,The food was delicious,food,food,positive
28720,Price is too high,price,price,negative
28721,Design feels cheap,design,design,negative
28722,The food was delicious,food,food,positive
28723,The service was slow,service,service,negative
28724,Battery life is excellent,battery,battery,positive
28725,The food was delicious,food,food,positive
28726,Price is too high,price,price,negative
28727,The food was delicious,food,food,positive
28728,The food was terrible,food,food,negative
28729,Design looks premium,design,design,positive
28730,Delivery was fast,delivery,delivery,positive
28731,Battery life is excellent,battery,battery,positive
28732,The service was quick,service,service,positive
28733,Delivery was fast,delivery,delivery,positive
28734,Camera quality is great,camera,camera,positive
28735,Camera is disappointing,camera,camera,negative
28736,Price is reasonable,price,price,positive
28737,Performance is smooth,performance,performance,positive
28738,Delivery was fast,delivery,delivery,positive
28739,The service was slow,service,service,negative
28740,Design looks premium,design,design,positive
28741,Delivery was fast,delivery,delivery,positive
28742,Design looks premium,design,design,positive
28743,Battery life is excellent,battery,battery,positive
28744,The food was delicious,food,food,positive
28745,Camera is disappointing,camera,camera,negative
28746,Battery life is excellent,battery,battery,positive
28747,The service was slow,service,service,negative
28748,Battery life is excellent,battery,battery,positive
28749,The service was slow,service,service,negative
28750,Design looks premium,design,design,positive
28751,Delivery was late,delivery,delivery,negative
28752,Battery life is excellent,battery,battery,positive
28753,Design looks premium,design,design,positive
28754,The service was quick,service,service,positive
28755,Design feels cheap,design,design,negative
28756,Camera is disappointing,camera,camera,negative
28757,The food was delicious,food,food,positive
28758,Battery life is excellent,battery,battery,positive
28759,Design looks premium,design,design,positive
28760,Price is reasonable,price,price,positive
28761,Design looks premium,design,design,positive
28762,Price is too high,price,price,negative
28763,The service was slow,service,service,negative
28764,Camera is disappointing,camera,camera,negative
28765,Performance is smooth,performance,performance,positive
28766,Design looks premium,design,design,positive
28767,Design feels cheap,design,design,negative
28768,Battery drains quickly,battery,battery,positive
28769,The food was terrible,food,food,negative
28770,The service was quick,service,service,positive
28771,Delivery was fast,delivery,delivery,positive
28772,Performance is laggy,performance,performance,negative
28773,Performance is smooth,performance,performance,positive
28774,Price is too high,price,price,negative
28775,Price is reasonable,price,price,positive
28776,Performance is smooth,performance,performance,positive
28777,The food was terrible,food,food,negative
28778,Performance is smooth,performance,performance,positive
28779,Camera is disappointing,camera,camera,negative
28780,Performance is smooth,performance,performance,positive
28781,Performance is smooth,performance,performance,positive
28782,The food was delicious,food,food,positive
28783,Camera quality is great,camera,camera,positive
28784,Battery drains quickly,battery,battery,positive
28785,Battery life is excellent,battery,battery,positive
28786,Battery drains quickly,battery,battery,positive
28787,Battery drains quickly,battery,battery,positive
28788,The service was quick,service,service,positive
28789,The food was terrible,food,food,negative
28790,Price is reasonable,price,price,positive
28791,The food was delicious,food,food,positive
28792,Battery life is excellent,battery,battery,positive
28793,Design looks premium,design,design,positive
28794,Battery life is excellent,battery,battery,positive
28795,The service was quick,service,service,positive
28796,Performance is laggy,performance,performance,negative
28797,Performance is smooth,performance,performance,positive
28798,Battery life is excellent,battery,battery,positive
28799,Battery life is excellent,battery,battery,positive
28800,Performance is smooth,performance,performance,positive
28801,Delivery was late,delivery,delivery,negative
28802,Delivery was fast,delivery,delivery,positive
28803,Battery drains quickly,battery,battery,positive
28804,Camera quality is great,camera,camera,positive
28805,Camera quality is great,camera,camera,positive
28806,Battery drains quickly,battery,battery,positive
28807,Battery drains quickly,battery,battery,positive
28808,The food was terrible,food,food,negative
28809,Delivery was fast,delivery,delivery,positive
28810,Performance is laggy,performance,performance,negative
28811,Delivery was fast,delivery,delivery,positive
28812,Battery life is excellent,battery,battery,positive
28813,Price is reasonable,price,price,positive
28814,The food was terrible,food,food,negative
28815,Camera is disappointing,camera,camera,negative
28816,Delivery was fast,delivery,delivery,positive
28817,The food was delicious,food,food,positive
28818,Design feels cheap,design,design,negative
28819,Battery life is excellent,battery,battery,positive
28820,Design looks premium,design,design,positive
28821,Price is reasonable,price,price,positive
28822,Price is too high,price,price,negative
28823,Price is too high,price,price,negative
28824,Battery life is excellent,battery,battery,positive
28825,Delivery was late,delivery,delivery,negative
28826,Battery life is excellent,battery,battery,positive
28827,The service was quick,service,service,positive
28828,Camera is disappointing,camera,camera,negative
28829,Performance is laggy,performance,performance,negative
28830,Design feels cheap,design,design,negative
28831,Camera is disappointing,camera,camera,negative
28832,Camera quality is great,camera,camera,positive
28833,Design looks premium,design,design,positive
28834,Camera is disappointing,camera,camera,negative
28835,Delivery was late,delivery,delivery,negative
28836,Camera is disappointing,camera,camera,negative
28837,Battery life is excellent,battery,battery,positive
28838,The food was delicious,food,food,positive
28839,Battery drains quickly,battery,battery,positive
28840,Performance is laggy,performance,performance,negative
28841,Battery life is excellent,battery,battery,positive
28842,The service was quick,service,service,positive
28843,Battery drains quickly,battery,battery,positive
28844,Battery drains quickly,battery,battery,positive
28845,Design looks premium,design,design,positive
28846,Battery drains quickly,battery,battery,positive
28847,The food was delicious,food,food,positive
28848,Price is too high,price,price,negative
28849,Battery drains quickly,battery,battery,positive
28850,Camera quality is great,camera,camera,positive
28851,The service was slow,service,service,negative
28852,The food was terrible,food,food,negative
28853,Performance is laggy,performance,performance,negative
28854,Delivery was fast,delivery,delivery,positive
28855,The food was delicious,food,food,positive
28856,The food was terrible,food,food,negative
28857,Battery life is excellent,battery,battery,positive
28858,Delivery was fast,delivery,delivery,positive
28859,Battery life is excellent,battery,battery,positive
28860,Camera is disappointing,camera,camera,negative
28861,Battery drains quickly,battery,battery,positive
28862,Delivery was late,delivery,delivery,negative
28863,Price is reasonable,price,price,positive
28864,The food was delicious,food,food,positive
28865,Design looks premium,design,design,positive
28866,Camera quality is great,camera,camera,positive
28867,The food was terrible,food,food,negative
28868,Performance is laggy,performance,performance,negative
28869,Performance is laggy,performance,performance,negative
28870,Performance is laggy,performance,performance,negative
28871,Battery life is excellent,battery,battery,positive
28872,Delivery was late,delivery,delivery,negative
28873,Price is too high,price,price,negative
28874,Camera quality is great,camera,camera,positive
28875,Design feels cheap,design,design,negative
28876,Design looks premium,design,design,positive
28877,The food was terrible,food,food,negative
28878,Delivery was late,delivery,delivery,negative
28879,Performance is laggy,performance,performance,negative
28880,Delivery was fast,delivery,delivery,positive
28881,The food was delicious,food,food,positive
28882,The food was delicious,food,food,positive
28883,Battery drains quickly,battery,battery,positive
28884,The food was delicious,food,food,positive
28885,Performance is laggy,performance,performance,negative
28886,Battery life is excellent,battery,battery,positive
28887,Design feels cheap,design,design,negative
28888,The food was terrible,food,food,negative
28889,Camera is disappointing,camera,camera,negative
28890,Delivery was fast,delivery,delivery,positive
28891,The service was slow,service,service,negative
28892,The food was terrible,food,food,negative
28893,The service was quick,service,service,positive
28894,Delivery was fast,delivery,delivery,positive
28895,Camera quality is great,camera,camera,positive
28896,Performance is laggy,performance,performance,negative
28897,The service was quick,service,service,positive
28898,Performance is smooth,performance,performance,positive
28899,The service was quick,service,service,positive
28900,The food was delicious,food,food,positive
28901,Battery drains quickly,battery,battery,positive
28902,Delivery was fast,delivery,delivery,positive
28903,Price is reasonable,price,price,positive
28904,The service was slow,service,service,negative
28905,Camera quality is great,camera,camera,positive
28906,Battery life is excellent,battery,battery,positive
28907,The food was delicious,food,food,positive
28908,Design looks premium,design,design,positive
28909,Price is too high,price,price,negative
28910,Delivery was late,delivery,delivery,negative
28911,Delivery was fast,delivery,delivery,positive
28912,Price is reasonable,price,price,positive
28913,Price is reasonable,price,price,positive
28914,Camera quality is great,camera,camera,positive
28915,Delivery was fast,delivery,delivery,positive
28916,Delivery was late,delivery,delivery,negative
28917,Performance is laggy,performance,performance,negative
28918,Price is reasonable,price,price,positive
28919,Battery drains quickly,battery,battery,positive
28920,The service was slow,service,service,negative
28921,Camera is disappointing,camera,camera,negative
28922,Battery life is excellent,battery,battery,positive
28923,Camera quality is great,camera,camera,positive
28924,The service was slow,service,service,negative
28925,Delivery was late,delivery,delivery,negative
28926,The food was delicious,food,food,positive
28927,The food was delicious,food,food,positive
28928,The food was terrible,food,food,negative
28929,Price is reasonable,price,price,positive
28930,Performance is laggy,performance,performance,negative
28931,Design feels cheap,design,design,negative
28932,Performance is smooth,performance,performance,positive
28933,Price is reasonable,price,price,positive
28934,The service was slow,service,service,negative
28935,The service was slow,service,service,negative
28936,The food was terrible,food,food,negative
28937,Design looks premium,design,design,positive
28938,Camera is disappointing,camera,camera,negative
28939,Delivery was late,delivery,delivery,negative
28940,Price is reasonable,price,price,positive
28941,The food was delicious,food,food,positive
28942,Design feels cheap,design,design,negative
28943,Delivery was late,delivery,delivery,negative
28944,The food was delicious,food,food,positive
28945,The food was delicious,food,food,positive
28946,Price is reasonable,price,price,positive
28947,Performance is smooth,performance,performance,positive
28948,Battery life is excellent,battery,battery,positive
28949,The food was delicious,food,food,positive
28950,Camera quality is great,camera,camera,positive
28951,Price is reasonable,price,price,positive
28952,The food was terrible,food,food,negative
28953,Delivery was fast,delivery,delivery,positive
28954,Design feels cheap,design,design,negative
28955,The service was quick,service,service,positive
28956,The food was delicious,food,food,positive
28957,Battery drains quickly,battery,battery,positive
28958,Camera quality is great,camera,camera,positive
28959,Design looks premium,design,design,positive
28960,The food was delicious,food,food,positive
28961,The food was delicious,food,food,positive
28962,Design looks premium,design,design,positive
28963,Delivery was fast,delivery,delivery,positive
28964,Battery drains quickly,battery,battery,positive
28965,Delivery was fast,delivery,delivery,positive
28966,Design looks premium,design,design,positive
28967,Battery drains quickly,battery,battery,positive
28968,The food was terrible,food,food,negative
28969,Battery drains quickly,battery,battery,positive
28970,Camera quality is great,camera,camera,positive
28971,Price is reasonable,price,price,positive
28972,Delivery was late,delivery,delivery,negative
28973,Delivery was late,delivery,delivery,negative
28974,The service was quick,service,service,positive
28975,Design looks premium,design,design,positive
28976,Battery drains quickly,battery,battery,positive
28977,Battery life is excellent,battery,battery,positive
28978,Performance is smooth,performance,performance,positive
28979,The service was slow,service,service,negative
28980,Performance is smooth,performance,performance,positive
28981,Delivery was fast,delivery,delivery,positive
28982,Design looks premium,design,design,positive
28983,The food was delicious,food,food,positive
28984,Price is too high,price,price,negative
28985,Battery drains quickly,battery,battery,positive
28986,The service was slow,service,service,negative
28987,Design looks premium,design,design,positive
28988,Delivery was fast,delivery,delivery,positive
28989,Camera is disappointing,camera,camera,negative
28990,Battery drains quickly,battery,battery,positive
28991,The food was delicious,food,food,positive
28992,Performance is laggy,performance,performance,negative
28993,Design looks premium,design,design,positive
28994,Delivery was late,delivery,delivery,negative
28995,Delivery was late,delivery,delivery,negative
28996,Battery life is excellent,battery,battery,positive
28997,Price is too high,price,price,negative
28998,The food was terrible,food,food,negative
28999,Price is reasonable,price,price,positive
29000,Delivery was fast,delivery,delivery,positive
29001,The service was slow,service,service,negative
29002,Delivery was fast,delivery,delivery,positive
29003,The service was slow,service,service,negative
29004,Battery drains quickly,battery,battery,positive
29005,Camera quality is great,camera,camera,positive
29006,Performance is laggy,performance,performance,negative
29007,Camera is disappointing,camera,camera,negative
29008,The service was quick,service,service,positive
29009,Battery drains quickly,battery,battery,positive
29010,The food was terrible,food,food,negative
29011,Delivery was late,delivery,delivery,negative
29012,Delivery was fast,delivery,delivery,positive
29013,The service was slow,service,service,negative
29014,Camera quality is great,camera,camera,positive
29015,The food was delicious,food,food,positive
29016,Delivery was fast,delivery,delivery,positive
29017,Delivery was late,delivery,delivery,negative
29018,The food was terrible,food,food,negative
29019,Performance is laggy,performance,performance,negative
29020,The service was slow,service,service,negative
29021,The food was terrible,food,food,negative
29022,Price is reasonable,price,price,positive
29023,Price is reasonable,price,price,positive
29024,The service was slow,service,service,negative
29025,The food was terrible,food,food,negative
29026,Performance is laggy,performance,performance,negative
29027,Delivery was late,delivery,delivery,negative
29028,Price is too high,price,price,negative
29029,Delivery was fast,delivery,delivery,positive
29030,Price is too high,price,price,negative
29031,Design looks premium,design,design,positive
29032,The food was delicious,food,food,positive
29033,Delivery was fast,delivery,delivery,positive
29034,Delivery was late,delivery,delivery,negative
29035,Design looks premium,design,design,positive
29036,Battery life is excellent,battery,battery,positive
29037,Battery life is excellent,battery,battery,positive
29038,Price is too high,price,price,negative
29039,Price is reasonable,price,price,positive
29040,Performance is laggy,performance,performance,negative
29041,The service was quick,service,service,positive
29042,Performance is smooth,performance,performance,positive
29043,Battery drains quickly,battery,battery,positive
29044,Camera is disappointing,camera,camera,negative
29045,The service was slow,service,service,negative
29046,Battery drains quickly,battery,battery,positive
29047,Performance is laggy,performance,performance,negative
29048,Design looks premium,design,design,positive
29049,The service was quick,service,service,positive
29050,The service was quick,service,service,positive
29051,Price is reasonable,price,price,positive
29052,Performance is smooth,performance,performance,positive
29053,Design feels cheap,design,design,negative
29054,Price is reasonable,price,price,positive
29055,Battery drains quickly,battery,battery,positive
29056,The food was delicious,food,food,positive
29057,The service was slow,service,service,negative
29058,Design looks premium,design,design,positive
29059,Design looks premium,design,design,positive
29060,Camera quality is great,camera,camera,positive
29061,Delivery was late,delivery,delivery,negative
29062,Performance is laggy,performance,performance,negative
29063,The food was delicious,food,food,positive
29064,Performance is smooth,performance,performance,positive
29065,Design feels cheap,design,design,negative
29066,Camera is disappointing,camera,camera,negative
29067,Design feels cheap,design,design,negative
29068,Design feels cheap,design,design,negative
29069,The food was delicious,food,food,positive
29070,Delivery was late,delivery,delivery,negative
29071,The service was quick,service,service,positive
29072,The service was quick,service,service,positive
29073,The service was quick,service,service,positive
29074,The service was slow,service,service,negative
29075,Design feels cheap,design,design,negative
29076,Camera is disappointing,camera,camera,negative
29077,Design looks premium,design,design,positive
29078,Camera quality is great,camera,camera,positive
29079,Price is reasonable,price,price,positive
29080,Delivery was fast,delivery,delivery,positive
29081,Delivery was late,delivery,delivery,negative
29082,Price is too high,price,price,negative
29083,The food was delicious,food,food,positive
29084,The food was delicious,food,food,positive
29085,Price is too high,price,price,negative
29086,Performance is smooth,performance,performance,positive
29087,The service was slow,service,service,negative
29088,Price is too high,price,price,negative
29089,Performance is laggy,performance,performance,negative
29090,Delivery was late,delivery,delivery,negative
29091,Price is reasonable,price,price,positive
29092,The service was slow,service,service,negative
29093,Camera is disappointing,camera,camera,negative
29094,Camera is disappointing,camera,camera,negative
29095,Camera quality is great,camera,camera,positive
29096,The service was slow,service,service,negative
29097,The service was slow,service,service,negative
29098,Camera is disappointing,camera,camera,negative
29099,Price is too high,price,price,negative
29100,Camera is disappointing,camera,camera,negative
29101,Battery life is excellent,battery,battery,positive
29102,The service was slow,service,service,negative
29103,The service was quick,service,service,positive
29104,The service was slow,service,service,negative
29105,Design feels cheap,design,design,negative
29106,Battery life is excellent,battery,battery,positive
29107,Price is reasonable,price,price,positive
29108,Camera is disappointing,camera,camera,negative
29109,The food was delicious,food,food,positive
29110,Battery life is excellent,battery,battery,positive
29111,Price is too high,price,price,negative
29112,Delivery was late,delivery,delivery,negative
29113,The service was quick,service,service,positive
29114,Performance is laggy,performance,performance,negative
29115,Performance is laggy,performance,performance,negative
29116,Price is reasonable,price,price,positive
29117,Design looks premium,design,design,positive
29118,Delivery was fast,delivery,delivery,positive
29119,The service was quick,service,service,positive
29120,Design looks premium,design,design,positive
29121,The service was quick,service,service,positive
29122,The food was delicious,food,food,positive
29123,Performance is smooth,performance,performance,positive
29124,Camera is disappointing,camera,camera,negative
29125,Battery drains quickly,battery,battery,positive
29126,The food was terrible,food,food,negative
29127,Design looks premium,design,design,positive
29128,The food was terrible,food,food,negative
29129,Design feels cheap,design,design,negative
29130,Delivery was late,delivery,delivery,negative
29131,Camera quality is great,camera,camera,positive
29132,Performance is laggy,performance,performance,negative
29133,Performance is smooth,performance,performance,positive
29134,The service was quick,service,service,positive
29135,The service was quick,service,service,positive
29136,The food was terrible,food,food,negative
29137,The food was terrible,food,food,negative
29138,Performance is smooth,performance,performance,positive
29139,Price is too high,price,price,negative
29140,Delivery was late,delivery,delivery,negative
29141,Price is reasonable,price,price,positive
29142,Design feels cheap,design,design,negative
29143,Battery life is excellent,battery,battery,positive
29144,The food was terrible,food,food,negative
29145,The service was slow,service,service,negative
29146,Camera quality is great,camera,camera,positive
29147,The service was slow,service,service,negative
29148,Design feels cheap,design,design,negative
29149,Battery life is excellent,battery,battery,positive
29150,Delivery was late,delivery,delivery,negative
29151,Performance is laggy,performance,performance,negative
29152,Performance is smooth,performance,performance,positive
29153,Delivery was late,delivery,delivery,negative
29154,Battery life is excellent,battery,battery,positive
29155,Design feels cheap,design,design,negative
29156,The service was quick,service,service,positive
29157,Performance is laggy,performance,performance,negative
29158,The food was terrible,food,food,negative
29159,Delivery was fast,delivery,delivery,positive
29160,The food was delicious,food,food,positive
29161,Design feels cheap,design,design,negative
29162,The food was terrible,food,food,negative
29163,The service was quick,service,service,positive
29164,The service was quick,service,service,positive
29165,Design feels cheap,design,design,negative
29166,Battery life is excellent,battery,battery,positive
29167,Delivery was fast,delivery,delivery,positive
29168,Price is reasonable,price,price,positive
29169,The food was terrible,food,food,negative
29170,The service was quick,service,service,positive
29171,The food was delicious,food,food,positive
29172,The food was terrible,food,food,negative
29173,Camera is disappointing,camera,camera,negative
29174,Price is reasonable,price,price,positive
29175,The food was delicious,food,food,positive
29176,Camera is disappointing,camera,camera,negative
29177,Delivery was fast,delivery,delivery,positive
29178,The service was slow,service,service,negative
29179,Design feels cheap,design,design,negative
29180,The food was terrible,food,food,negative
29181,The food was delicious,food,food,positive
29182,The service was quick,service,service,positive
29183,Camera quality is great,camera,camera,positive
29184,Performance is smooth,performance,performance,positive
29185,Price is reasonable,price,price,positive
29186,Price is too high,price,price,negative
29187,The service was slow,service,service,negative
29188,Design feels cheap,design,design,negative
29189,Price is reasonable,price,price,positive
29190,Design looks premium,design,design,positive
29191,Performance is smooth,performance,performance,positive
29192,Design looks premium,design,design,positive
29193,The service was slow,service,service,negative
29194,Battery drains quickly,battery,battery,positive
29195,Delivery was fast,delivery,delivery,positive
29196,Battery life is excellent,battery,battery,positive
29197,The food was terrible,food,food,negative
29198,The service was slow,service,service,negative
29199,Price is too high,price,price,negative
29200,Delivery was late,delivery,delivery,negative
29201,The food was terrible,food,food,negative
29202,Design looks premium,design,design,positive
29203,Performance is laggy,performance,performance,negative
29204,Battery drains quickly,battery,battery,positive
29205,Delivery was late,delivery,delivery,negative
29206,Camera quality is great,camera,camera,positive
29207,Price is too high,price,price,negative
29208,Battery life is excellent,battery,battery,positive
29209,Performance is smooth,performance,performance,positive
29210,Design feels cheap,design,design,negative
29211,Performance is smooth,performance,performance,positive
29212,Delivery was fast,delivery,delivery,positive
29213,Battery life is excellent,battery,battery,positive
29214,Price is reasonable,price,price,positive
29215,Design feels cheap,design,design,negative
29216,Camera quality is great,camera,camera,positive
29217,Battery drains quickly,battery,battery,positive
29218,Performance is smooth,performance,performance,positive
29219,Delivery was fast,delivery,delivery,positive
29220,Performance is smooth,performance,performance,positive
29221,Design feels cheap,design,design,negative
29222,The food was delicious,food,food,positive
29223,Camera is disappointing,camera,camera,negative
29224,Price is reasonable,price,price,positive
29225,Performance is smooth,performance,performance,positive
29226,Battery drains quickly,battery,battery,positive
29227,The service was quick,service,service,positive
29228,Design looks premium,design,design,positive
29229,Battery drains quickly,battery,battery,positive
29230,Delivery was fast,delivery,delivery,positive
29231,The food was terrible,food,food,negative
29232,Price is reasonable,price,price,positive
29233,Battery drains quickly,battery,battery,positive
29234,Delivery was fast,delivery,delivery,positive
29235,Camera quality is great,camera,camera,positive
29236,Design feels cheap,design,design,negative
29237,The service was slow,service,service,negative
29238,Performance is smooth,performance,performance,positive
29239,Camera quality is great,camera,camera,positive
29240,Camera quality is great,camera,camera,positive
29241,Battery drains quickly,battery,battery,positive
29242,Battery drains quickly,battery,battery,positive
29243,Delivery was late,delivery,delivery,negative
29244,The food was terrible,food,food,negative
29245,Price is reasonable,price,price,positive
29246,Design feels cheap,design,design,negative
29247,Design looks premium,design,design,positive
29248,Performance is laggy,performance,performance,negative
29249,Battery life is excellent,battery,battery,positive
29250,Performance is smooth,performance,performance,positive
29251,Delivery was late,delivery,delivery,negative
29252,Camera quality is great,camera,camera,positive
29253,The food was delicious,food,food,positive
29254,Performance is smooth,performance,performance,positive
29255,Battery drains quickly,battery,battery,positive
29256,The food was delicious,food,food,positive
29257,Design feels cheap,design,design,negative
29258,Battery drains quickly,battery,battery,positive
29259,Price is reasonable,price,price,positive
29260,Delivery was late,delivery,delivery,negative
29261,Design looks premium,design,design,positive
29262,Battery drains quickly,battery,battery,positive
29263,Delivery was late,delivery,delivery,negative
29264,Design feels cheap,design,design,negative
29265,Performance is laggy,performance,performance,negative
29266,Camera is disappointing,camera,camera,negative
29267,Battery drains quickly,battery,battery,positive
29268,The food was terrible,food,food,negative
29269,Design feels cheap,design,design,negative
29270,The food was delicious,food,food,positive
29271,The service was quick,service,service,positive
29272,Camera is disappointing,camera,camera,negative
29273,Camera is disappointing,camera,camera,negative
29274,Camera is disappointing,camera,camera,negative
29275,Delivery was fast,delivery,delivery,positive
29276,Price is reasonable,price,price,positive
29277,Camera quality is great,camera,camera,positive
29278,Performance is laggy,performance,performance,negative
29279,The service was slow,service,service,negative
29280,Battery drains quickly,battery,battery,positive
29281,Design feels cheap,design,design,negative
29282,Design feels cheap,design,design,negative
29283,Design looks premium,design,design,positive
29284,Camera is disappointing,camera,camera,negative
29285,Performance is smooth,performance,performance,positive
29286,The food was delicious,food,food,positive
29287,Price is reasonable,price,price,positive
29288,Price is too high,price,price,negative
29289,Camera quality is great,camera,camera,positive
29290,The service was quick,service,service,positive
29291,Design looks premium,design,design,positive
29292,Battery life is excellent,battery,battery,positive
29293,Camera is disappointing,camera,camera,negative
29294,The food was terrible,food,food,negative
29295,The food was terrible,food,food,negative
29296,The service was quick,service,service,positive
29297,Delivery was fast,delivery,delivery,positive
29298,Camera is disappointing,camera,camera,negative
29299,The service was slow,service,service,negative
29300,Price is reasonable,price,price,positive
29301,Price is too high,price,price,negative
29302,Performance is smooth,performance,performance,positive
29303,Performance is smooth,performance,performance,positive
29304,Design feels cheap,design,design,negative
29305,Performance is laggy,performance,performance,negative
29306,The service was quick,service,service,positive
29307,The service was quick,service,service,positive
29308,The food was terrible,food,food,negative
29309,The food was delicious,food,food,positive
29310,Price is too high,price,price,negative
29311,The food was terrible,food,food,negative
29312,Performance is smooth,performance,performance,positive
29313,Performance is laggy,performance,performance,negative
29314,Price is too high,price,price,negative
29315,Delivery was fast,delivery,delivery,positive
